solver,person,dev_true,dev_disturb,gap_true,gap_disturb
dp_full,p54265,0.0,364.5026224784961,0.0,0.0
dp_full,p55170,0.0,87.10111827575156,0.0,0.0
dp_full,p55817,0.0,286.52306812060806,0.0,0.0
dp_full,p6606,0.0,201.19710851297964,0.0,0.0
dp_full,p73130,0.0,164.63953850670305,0.0,0.0
dp_full,p78709,0.0,36.16231725703835,0.0,0.0
dp_full,p78886,0.0,235.8511574159761,0.0,0.0
dp_full,p82115,0.0,51.16242309673373,0.0,0.0
dp_full,p85723,0.0,113.97965588301122,0.0,0.0
dp_full,p98233,0.0,535.8203666078414,0.0,0.0
carla,p102032,0.0,93.99064205409012,0.0,0.0
carla,p103602,0.0,75.4702956701567,0.0,0.0
carla,p104498,0.0,34.20481681779893,0.0,0.0
carla,p110825,0.0,134.040239153559,0.0,0.0
carla,p120982,0.0,78.6222342998044,0.0,0.0
carla,p121783,0.0,218.10247545376603,0.0,0.0
carla,p134175,0.0,44.44920903685875,0.0,0.0
carla,p142959,0.0,11.061420127870406,0.0,0.0
carla,p157055,0.0,42.65985233823153,0.0,0.0
carla,p162675,0.0,174.31478179144528,0.0,0.0
carla,p165963,0.0,92.41839407388612,0.0,0.0
carla,p175986,0.0,160.43896948239126,0.0,0.0
carla,p181100,0.0,64.52577689455029,0.0,0.0
carla,p192642,0.0,297.0665629749737,0.0,0.0
carla,p192698,0.0,233.17247599192297,0.0,0.0
carla,p206668,0.0,25.220297759740102,0.0,0.0
carla,p214113,0.0,70.9583726459955,0.0,0.0
carla,p214161,0.0,117.07264656223788,0.0,0.0
carla,p216051,0.0,145.930881491724,0.0,0.0
carla,p21830,0.0,392.637928564992,0.0,0.0
carla,p22386,0.0,573.9624572863129,0.0,0.0
carla,p230386,0.0,230.28495961749465,0.0,0.0
carla,p233838,0.0,112.36319288165124,0.0,0.0
carla,p234616,0.0,74.84244110326654,0.0,0.0
carla,p24706,0.0,42.58788922337362,0.0,0.0
carla,p266388,0.0,161.75738441981957,0.0,0.0
carla,p275592,0.0,434.5735155729192,0.0,0.0
carla,p275765,0.0,278.19970071129137,0.0,0.0
carla,p278617,0.0,792.0784542903366,0.0,0.0
carla,p283287,0.0,33.64106545319032,0.0,0.0
carla,p285031,0.0,19.82295646533248,0.0,0.0
carla,p294460,0.0,41.45592186645081,0.0,0.0
